	w	g	div
810	a4*a5*a3**-1*a0*a2**-1*a4**-1	a4*a1**-1*a2*a0**-1	False
811	a4*a1**-1*a2*a3*a4**-2	a4*a1**-2*a2	True
812	a3**-1*a4**2*a1*a2**-1*a4**-1	a4*a1**-2*a2	False
813	a3**-1*a4*a1**2*a3*a4	a3**-1*a4*a1*a2	True
814	a3*a4*a2*a4**-1	a3**-1*a4*a1**-1*a2	False
815	a3**2*a4*a2**2*a4**-1	a3**-1*a4*a1**-1*a2	False
816	a4*a2*a0*a5*a3*a4**-1	a3**-1*a4*a1**-1*a2	False
817	a4*a2*a0*a5*a2**-1*a4**-1	a3**-1*a4*a1**-1*a2	False
818	a4*a2*a0**-1*a5**-1*a3*a4**-1	a3**-1*a4*a1**-1*a2	False
819	a3**-1*a4*a0*a5*a3*a4**-1	a3**-1*a4*a1**-1*a2	False
820	a3**-1*a4*a0*a5*a2**-1*a4**-1	a3**-1*a4*a1**-1*a2	False
821	a2*a3**-1*a1**-1*a3**2*a4**-1	a3**-2*a4*a2	False
822	a3**-2*a4*a1*a2**-1*a3	a3**-2*a4*a2	True
823	a3*a4*a2*a4**-1*a1**-1*a4**-1	a4*a2*a4**-1*a1**-1	True
824	a4*a1*a3**-1*a4*a2**-1*a4**-1	a4*a2*a4**-1*a1**-1	False
825	a4*a0*a3**-1*a5*a2**-1*a4**-1	a4*a2*a5**-1*a1**-1	False
826	a4*a2*a5**-1*a3*a0**-1*a4**-1	a4*a2*a5**-1*a1**-1	True
827	a4**2*a5**-1*a1**2*a5	a4**2*a0*a5**-1	True
828	a4*a0*a5*a1**-1*a4**-2	a4**2*a0**-1*a1**-1	False
829	a4**2*a0**-1*a1*a5**-1*a4**-1	a4**2*a0**-1*a1**-1	True
830	a4**2*a0**-1*a1*a4**-1*a5**-1	a4**2*a0**-1*a1**-1	True
831	a3*a4**2*a2*a4**-2	a4**2*a1**-2	False
832	a4**2*a0*a5*a4**-2	a4**2*a1**-2	False
833	a3*a4*a1**-1*a2*a4**-2	a4**2*a1**-1*a2**-1	False
834	a4**2*a1*a2**-1*a3**-1*a4**-1	a4**2*a1**-1*a2**-1	True
835	a4*a1**-1*a2*a3*a4**-2	a3**-1*a4**2*a1**-1	False
836	a3**-1*a4**2*a1*a2**-1*a4**-1	a3**-1*a4**2*a1**-1	True
837	a4*a0*a1**-1*a4**-2*a5	a4**2*a5**-1*a1**-1	False
838	a4**2*a0**-1*a5**-1*a1*a4**-1	a4**2*a5**-1*a1**-1	True
839	a4*a0*a1**-1*a5*a4**-2	a4**2*a5**-1*a1**-1	False
840	a0*a5**2*a1**-1*a4**-1*a5**-1	a4*a0**-2*a5	False
841	a4*a0**-1*a5*a1*a5**-2	a4*a0**-2*a5	True
842	a0*a5**2*a1**-1*a5**-1*a4**-1	a4*a0**-2*a5	False
843	a4*a0*a5*a4**-1	a4*a0**-1*a5*a1**-1	False
844	a4*a0**2*a5**2*a4**-1	a4*a0**-1*a5*a1**-1	False
845	a4*a5*a2*a3*a0*a4**-1	a4*a0**-1*a5*a1**-1	False
846	a4*a5*a2*a3*a4**-1*a5**-1	a4*a0**-1*a5*a1**-1	False
847	a4*a5*a2**-1*a3**-1*a0*a4**-1	a4*a0**-1*a5*a1**-1	False
848	a4*a0**-1*a2*a3*a0*a4**-1	a4*a0**-1*a5*a1**-1	False
849	a4*a0**-1*a2*a3*a4**-1*a5**-1	a4*a0**-1*a5*a1**-1	False
850	a4*a0*a5*a1**-1*a4**-2	a4*a5*a1**-2	True
851	a4**2*a0**-1*a1*a5**-1*a4**-1	a4*a5*a1**-2	False
852	a4**2*a0**-1*a1*a4**-1*a5**-1	a4*a5*a1**-2	False
853	a3*a4*a0**-1*a2*a4**-1*a5**-1	a4*a5*a1**-1*a2**-1	False
854	a4*a5*a2**-1*a0*a3**-1*a4**-1	a4*a5*a1**-1*a2**-1	True
855	a4*a5*a1*a2**-1*a3**-1*a5**-1	a4*a5*a2**-1*a0**-1	True
856	a5*a2*a3*a1**-1*a4**-1*a5**-1	a4*a5*a2**-1*a0**-1	False
857	a4*a5*a2**-1*a3**-1*a1*a5**-1	a4*a5*a3**-1*a0**-1	True
858	a5*a1**-1*a2*a3*a4**-1*a5**-1	a4*a5*a3**-1*a0**-1	False
859	a4*a2*a0**-1*a3*a4**-1*a5**-1	a4*a5*a3**-1*a1**-1	False
860	a4*a5*a3**-1*a0*a2**-1*a4**-1	a4*a5*a3**-1*a1**-1	True
861	a4*a0**-1*a2*a4**-1*a5**-1*a3	a4*a0**-1*a1**-1*a2	True
862	a3**-1*a4*a5*a2**-1*a0*a4**-1	a4*a0**-1*a1**-1*a2	False
863	a4*a0**-1*a3*a5**-1*a2*a4**-1	a4*a0**-1*a3*a1**-1	True
864	a4*a2**-1*a5*a3**-1*a0*a4**-1	a4*a0**-1*a3*a1**-1	False
865	a4*a0**-1*a5**-1*a4*a1*a4**-1	a4*a0**-1*a4*a1**-1	True
866	a4*a1**-1*a4**-1*a0*a5*a4**-1	a4*a0**-1*a4*a1**-1	False
867	a4*a1**-1*a3*a4**-1*a2*a4**-1	a4*a1**-1*a3*a1**-1	True
868	a3**-1*a4*a2**-1*a4*a1*a4**-1	a4*a1**-1*a3*a1**-1	False
869	a4*a0*a1**-1*a5*a1*a4**-1	a4*a1**-1*a4*a1**-1	False
870	a4*a1**-1*a2*a3*a1*a4**-1	a4*a1**-1*a4*a1**-1	False
871	a4*a0**-1*a5**-1*a4*a1*a4**-1	a4*a1**-1*a5*a1**-1	False
872	a4*a1**-1*a4**-1*a0*a5*a4**-1	a4*a1**-1*a5*a1**-1	True
873	a4*a2**-1*a0*a3**-1*a4**-1*a5	a4*a1**-1*a2**-1*a0	True
874	a4*a5**-1*a3*a0**-1*a2*a4**-1	a4*a1**-1*a2**-1*a0	False
875	a4*a1**-1*a3*a4**-1*a2*a4**-1	a4*a2**-1*a4*a1**-1	False
876	a3**-1*a4*a2**-1*a4*a1*a4**-1	a4*a2**-1*a4*a1**-1	True
877	a4*a0**-1*a3*a5**-1*a2*a4**-1	a4*a2**-1*a5*a1**-1	False
878	a4*a2**-1*a5*a3**-1*a0*a4**-1	a4*a2**-1*a5*a1**-1	True
879	a3**-1*a4*a0*a1*a5*a3	a3**-1*a4*a0*a2	True
880	a3**-1*a4*a0*a2**-1*a4**-1*a5	a3**-1*a4*a0*a1**-1	True
881	a4*a5**-1*a2*a0**-1*a3*a4**-1	a3**-1*a4*a0*a1**-1	False
882	a3**-1*a4*a0*a5*a1*a3	a3**-1*a4*a5*a2	True
883	a4*a0**-1*a2*a4**-1*a5**-1*a3	a3**-1*a4*a5*a1**-1	False
884	a3**-1*a4*a5*a2**-1*a0*a4**-1	a3**-1*a4*a5*a1**-1	True
885	a3**-1*a4*a0**-1*a1*a5**-1*a3	a3**-1*a4*a0**-1*a2	True
886	a3**-1*a0*a5*a1**-1*a3*a4**-1	a3**-1*a4*a0**-1*a2	False
887	a3**-1*a4*a0**-1*a5**-1*a1*a3	a3**-1*a4*a5**-1*a2	True
888	a3**-1*a0*a1**-1*a4**-1*a5*a3	a3**-1*a4*a5**-1*a2	False
889	a3**-1*a0*a1**-1*a5*a3*a4**-1	a3**-1*a4*a5**-1*a2	False
890	a4*a5**-1*a1*a2*a3*a5	a4*a5**-1*a2*a0	True
891	a3**-1*a4*a0*a2**-1*a4**-1*a5	a4*a5**-1*a1**-1*a2	False
892	a4*a5**-1*a2*a0**-1*a3*a4**-1	a4*a5**-1*a1**-1*a2	True
893	a4*a5**-1*a2*a3*a1*a5	a4*a5**-1*a3*a0	True
894	a4*a2**-1*a0*a3**-1*a4**-1*a5	a4*a5**-1*a3*a1**-1	False
895	a4*a5**-1*a3*a0**-1*a2*a4**-1	a4*a5**-1*a3*a1**-1	True
896	a4*a5**-1*a1*a2**-1*a3**-1*a5	a4*a5**-1*a2**-1*a0	True
897	a5**-1*a2*a3*a1**-1*a4**-1*a5	a4*a5**-1*a2**-1*a0	False
898	a4*a5**-1*a2**-1*a3**-1*a1*a5	a4*a5**-1*a3**-1*a0	True
899	a5**-1*a1**-1*a2*a3*a4**-1*a5	a4*a5**-1*a3**-1*a0	False
900	a0**-1*a5*a1*a5**-2*a4	a0**-2*a5*a1	True
901	a0**-1*a5*a1*a4*a5**-2	a0**-2*a5*a1	True
902	a4**-1*a0*a5**2*a1**-1*a5**-1	a0**-2*a5*a1	False
903	a0*a5**2*a4**-1*a1**-1*a5**-1	a0**-1*a5*a1*a5**-1	False
904	a5*a1*a4*a0**-1*a5**-2	a0**-1*a5*a1*a5**-1	True
905	a5*a1*a2**-1*a3**-1*a4*a5**-1	a5*a1*a2**-1*a0**-1	True
906	a4**-1*a5*a2*a3*a1**-1*a5**-1	a5*a1*a2**-1*a0**-1	False
907	a5*a1*a3**-1*a4*a2**-1*a5**-1	a5*a1*a3**-1*a0**-1	True
908	a5*a2*a3*a4**-1*a1**-1*a5**-1	a5*a1*a3**-1*a0**-1	False
909	a0*a5*a1*a5*a1**-1*a5**-1	a5*a1*a4**-1*a0**-1	False
910	a5*a1*a2*a3*a1**-1*a5**-1	a5*a1*a4**-1*a0**-1	False
911	a5*a2*a3*a0	a5*a2*a3*a5	False
912	a5*a2*a0**-1*a3*a5**-2	a5*a2*a0**-2	True
913	a5**2*a3**-1*a0*a2**-1*a5**-1	a5*a2*a0**-2	False
914	a4*a5*a2**-1*a3**-1*a1*a5**-1	a5*a1**-1*a2*a0**-1	False
915	a5*a1**-1*a2*a3*a4**-1*a5**-1	a5*a1**-1*a2*a0**-1	True
916	a0*a5*a3**-1*a5*a2**-1*a5**-1	a5*a2*a0**-1*a5**-1	False
917	a5*a2*a5**-1*a3*a0**-1*a5**-1	a5*a2*a0**-1*a5**-1	True
918	a5*a2*a3*a5**-1	a5*a2*a3**-1*a0**-1	False
919	a5*a2*a0*a5*a3*a5**-1	a5*a2*a3**-1*a0**-1	False
920	a5*a2*a0*a5*a2**-1*a5**-1	a5*a2*a3**-1*a0**-1	False
921	a5*a2**2*a3**2*a5**-1	a5*a2*a3**-1*a0**-1	False
922	a5*a2*a0**-1*a5**-1*a3*a5**-1	a5*a2*a3**-1*a0**-1	False
923	a5*a3**-1*a0*a5*a3*a5**-1	a5*a2*a3**-1*a0**-1	False
924	a5*a3**-1*a0*a5*a2**-1*a5**-1	a5*a2*a3**-1*a0**-1	False
925	a5*a1*a3**-1*a4*a2**-1*a5**-1	a5*a2*a4**-1*a0**-1	False
926	a5*a2*a3*a4**-1*a1**-1*a5**-1	a5*a2*a4**-1*a0**-1	True
927	a5*a3*a0**-1*a2*a5**-2	a5*a3*a0**-2	True
928	a5**2*a2**-1*a0*a3**-1*a5**-1	a5*a3*a0**-2	False
929	a4*a5*a1*a2**-1*a3**-1*a5**-1	a5*a3*a0**-1*a1**-1	False
930	a5*a2*a3*a1**-1*a4**-1*a5**-1	a5*a3*a0**-1*a1**-1	True
931	a0*a5*a2**-1*a5*a3**-1*a5**-1	a5*a3*a0**-1*a5**-1	False
932	a5*a3*a5**-1*a2*a0**-1*a5**-1	a5*a3*a0**-1*a5**-1	True
933	a5*a2*a3*a5**-1	a5*a2**-1*a3*a0**-1	False
934	a5*a2**2*a3**2*a5**-1	a5*a2**-1*a3*a0**-1	False
935	a5*a3*a0*a5*a2*a5**-1	a5*a2**-1*a3*a0**-1	False
936	a5*a3*a0*a5*a3**-1*a5**-1	a5*a2**-1*a3*a0**-1	False
937	a5*a3*a0**-1*a5**-1*a2*a5**-1	a5*a2**-1*a3*a0**-1	False
938	a5*a2**-1*a0*a5*a2*a5**-1	a5*a2**-1*a3*a0**-1	False
939	a5*a2**-1*a0*a5*a3**-1*a5**-1	a5*a2**-1*a3*a0**-1	False
940	a4**-1*a5*a3*a0*a2*a4	a4**-1*a5*a3*a1	True
941	a5*a1*a2**-1*a3**-1*a4*a5**-1	a4**-1*a5*a3*a0**-1	False
942	a4**-1*a5*a2*a3*a1**-1*a5**-1	a4**-1*a5*a3*a0**-1	True
943	a0*a5	a5**4	False
944	a0**2*a5**2	a5**4	False
945	a0**3*a5**3	a5**4	False
946	a0**-1*a5*a4*a0**2*a1	a0**-1*a5**2*a4	True
947	a0*a5	a0**-2*a5**2	False
948	a0**2*a5**2	a0**-2*a5**2	False
949	a0**3*a5**3	a0**-2*a5**2	False
950	a5**2*a2*a3*a0**2	a0**-2*a5**2	False
951	a5**2*a2*a3*a0*a5**-1	a0**-2*a5**2	False
952	a5**2*a2*a3*a5**-2	a0**-2*a5**2	False
953	a5**2*a2**-1*a3**-1*a0**2	a0**-2*a5**2	False
954	a5**2*a2**-1*a3**-1*a0*a5**-1	a0**-2*a5**2	False
955	a0**-1*a5*a2*a3*a0**2	a0**-2*a5**2	False
956	a0**-1*a5*a2*a3*a0*a5**-1	a0**-2*a5**2	False
957	a0**-1*a5*a2*a3*a5**-2	a0**-2*a5**2	False
958	a0**-1*a5*a2**-1*a3**-1*a0**2	a0**-2*a5**2	False
959	a0**-2*a2*a3*a0**2	a0**-2*a5**2	False
960	a0**-2*a2*a3*a0*a5**-1	a0**-2*a5**2	False
961	a0*a5**2*a1**-1*a4**-1*a5**-1	a0**-1*a5**2*a1**-1	True
962	a4*a0**-1*a5*a1*a5**-2	a0**-1*a5**2*a1**-1	False
963	a0*a5**2*a1**-1*a5**-1*a4**-1	a0**-1*a5**2*a1**-1	True
964	a0**-2*a1*a5**-1*a4*a0	a0**-1*a5**2*a4**-1	False
965	a0**-2*a1*a4*a0*a5**-1	a0**-1*a5**2*a4**-1	False
966	a0**-1*a5*a4**-1*a0**2*a1**-1	a0**-1*a5**2*a4**-1	True
967	a5*a3*a0**-1*a2*a5**-2	a5**2*a2**-1*a0**-1	False
968	a5**2*a2**-1*a0*a3**-1*a5**-1	a5**2*a2**-1*a0**-1	True
969	a5*a2*a0**-1*a3*a5**-2	a5**2*a3**-1*a0**-1	False
970	a5**2*a3**-1*a0*a2**-1*a5**-1	a5**2*a3**-1*a0**-1	True
971	a4**-1*a0*a5*a4	a4**-1*a5**2*a1	False
972	a4**-1*a0**2*a5**2*a4	a4**-1*a5**2*a1	True
973	a0**-1*a5*a1*a5**-2*a4	a4**-1*a0**-1*a5**2	False
974	a0**-1*a5*a1*a4*a5**-2	a4**-1*a0**-1*a5**2	False
975	a4**-1*a0*a5**2*a1**-1*a5**-1	a4**-1*a0**-1*a5**2	True
976	a0**-1*a5*a2*a0*a3*a0	a0**-1*a5*a2*a5	True
977	a0**-1*a5*a2*a5**-1*a3*a5**-1	a0**-1*a5*a2*a0**-1	True
978	a5*a3**-1*a5*a2**-1*a0*a5**-1	a0**-1*a5*a2*a0**-1	False
979	a0**-1*a5*a3*a0*a2*a0	a0**-1*a5*a3*a5	True
980	a0**-1*a5*a3*a5**-1*a2*a5**-1	a0**-1*a5*a3*a0**-1	True
981	a5*a2**-1*a5*a3**-1*a0*a5**-1	a0**-1*a5*a3*a0**-1	False
982	a0**-1*a4*a0**2*a1*a5	a0**-1*a5*a4*a0	True
983	a0**-1*a4**2*a0*a1**2	a0**-1*a5*a4**2	True
984	a5*a1**-1*a4**-1*a0	a0**-1*a5*a4*a0**-1	False
985	a0**-1*a4*a1*a5**-1	a0**-1*a5*a4*a0**-1	True
986	a0**-2*a5**-1*a4*a0*a1	a0**-2*a5*a4	True
987	a0**-1*a1**-1*a4**-1*a0**2*a5	a0**-2*a5*a4	False
988	a0**-1*a1**-1*a5*a4**-1*a0**2	a0**-2*a5*a4	False
989	a5*a1**-1*a4**-1*a0	a0**-1*a5*a1**-1*a5	True
990	a0**-1*a4*a1*a5**-1	a0**-1*a5*a1**-1*a5	False
991	a0**-1*a5*a2**-1*a0*a3**-1*a0	a0**-1*a5*a2**-1*a5	True
992	a0**-1*a3*a0**-1*a2*a0*a5**-1	a0**-1*a5*a2**-1*a5	False
993	a0**-1*a5*a3**-1*a0*a2**-1*a0	a0**-1*a5*a3**-1*a5	True
994	a0**-1*a2*a0**-1*a3*a0*a5**-1	a0**-1*a5*a3**-1*a5	False
995	a0**-2*a5**-1*a1*a4*a0	a0**-1*a5*a4**-1*a0	False
996	a0**-1*a4**-1*a0**2*a1**-1*a5	a0**-1*a5*a4**-1*a0	True
997	a5*a1**-1*a3*a4**-1*a2*a5**-1	a5*a1**-1*a3*a0**-1	True
998	a5*a2**-1*a3**-1*a4*a1*a5**-1	a5*a1**-1*a3*a0**-1	False
999	a0*a5*a1**-1*a5*a1*a5**-1	a5*a1**-1*a4*a0**-1	False
1000	a5*a1**-1*a2*a3*a1*a5**-1	a5*a1**-1*a4*a0**-1	False
1001	a5*a1**-1*a3*a4**-1*a2*a5**-1	a5*a2**-1*a4*a0**-1	False
1002	a5*a2**-1*a3**-1*a4*a1*a5**-1	a5*a2**-1*a4*a0**-1	True
1003	a0**-1*a5*a3*a5**-1*a2*a5**-1	a5*a2**-1*a0**-1*a5	False
1004	a5*a2**-1*a5*a3**-1*a0*a5**-1	a5*a2**-1*a0**-1*a5	True
1005	a5*a2**-1*a3**-1*a0	a5*a2**-1*a3**-1*a5	False
1006	a0**-1*a2*a3*a5**-1	a5*a2**-1*a3**-1*a5	False
1007	a5*a2**-1*a3**-1*a1*a4*a5**-1	a5*a3**-1*a0**-1*a1	True
1008	a4**-1*a5*a1**-1*a2*a3*a5**-1	a5*a3**-1*a0**-1*a1	False
1009	a0**-1*a5*a2*a5**-1*a3*a5**-1	a5*a3**-1*a0**-1*a5	False
1010	a5*a3**-1*a5*a2**-1*a0*a5**-1	a5*a3**-1*a0**-1*a5	True
1011	a4**-1*a5*a3**-1*a0*a2**-1*a4	a4**-1*a5*a3**-1*a1	True
1012	a4**-1*a2*a0**-1*a3*a4*a5**-1	a4**-1*a5*a3**-1*a1	False
1013	a4**-1*a0*a5*a4	a4**-1*a0*a5*a1	False
1014	a4**-1*a0**2*a5**2*a4	a4**-1*a0*a5*a1	True
1015	a4**-1*a0*a5*a1*a4**2	a4**-1*a5*a1**2	True
1016	a4**-1*a5*a2*a0*a3*a4	a4**-1*a5*a1*a2	True
1017	a4**-1*a0*a5*a4	a4**-1*a0**-1*a5*a1	False
1018	a4**-1*a5*a2*a3*a0*a4	a4**-1*a0**-1*a5*a1	False
1019	a4**-1*a5*a2*a3*a4*a5**-1	a4**-1*a0**-1*a5*a1	False
1020	a4**-1*a0**2*a5**2*a4	a4**-1*a0**-1*a5*a1	False
1021	a4**-1*a5*a2**-1*a3**-1*a0*a4	a4**-1*a0**-1*a5*a1	False
1022	a4**-1*a0**-1*a2*a3*a0*a4	a4**-1*a0**-1*a5*a1	False
1023	a4**-1*a0**-1*a2*a3*a4*a5**-1	a4**-1*a0**-1*a5*a1	False
1024	a3*a4**-1*a0**-1*a2*a4*a5**-1	a4**-1*a5*a1*a2**-1	False
1025	a4**-1*a5*a2**-1*a0*a3**-1*a4	a4**-1*a5*a1*a2**-1	True
1026	a5*a2**-1*a3**-1*a1*a4*a5**-1	a4**-1*a5*a2*a0**-1	False
1027	a4**-1*a5*a1**-1*a2*a3*a5**-1	a4**-1*a5*a2*a0**-1	True
1028	a4**-2*a0*a5*a1**-1*a4	a4**-2*a5*a1	True
1029	a4**-1*a0**-1*a1*a5**-1*a4**2	a4**-2*a5*a1	False
1030	a4**-1*a0**-1*a1*a4**2*a5**-1	a4**-2*a5*a1	False
1031	a0**-1*a1*a4**2*a0*a1	a0**-1*a1*a4*a5	True
1032	a0*a1*a5*a1**-1	a0**-1*a1*a4**-1*a5	False
1033	a0**2*a1*a5**2*a1**-1	a0**-1*a1*a4**-1*a5	False
1034	a1*a5*a2*a3*a0*a1**-1	a0**-1*a1*a4**-1*a5	False
1035	a1*a5*a2*a3*a5**-1*a1**-1	a0**-1*a1*a4**-1*a5	False
1036	a1*a5*a2**-1*a3**-1*a0*a1**-1	a0**-1*a1*a4**-1*a5	False
1037	a0**-1*a1*a2*a3*a0*a1**-1	a0**-1*a1*a4**-1*a5	False
1038	a0**-1*a1*a2*a3*a5**-1*a1**-1	a0**-1*a1*a4**-1*a5	False
1039	a0**-1*a2*a0*a3*a0*a5	a0**-1*a2*a0*a5	True
1040	a0**-1*a2*a3*a0	a0**-1*a2**2*a5	False
1041	a0**-1*a2**2*a3**2*a0	a0**-1*a2**2*a5	True
1042	a0**-1*a2*a3*a0	a0**-1*a2*a3*a5	False
1043	a0**-1*a2**2*a3**2*a0	a0**-1*a2*a3*a5	True
1044	a5*a2**-1*a3**-1*a0	a0**-1*a2*a3*a0**-1	False
1045	a0**-1*a2*a3*a5**-1	a0**-1*a2*a3*a0**-1	False
1046	a0**-1*a2*a3*a4*a0*a1	a0**-1*a2*a4*a5	True
1047	a0**-1*a2*a5*a3*a0**2	a0**-1*a2*a5**2	True
1048	a0**-1*a5*a3**-1*a0*a2**-1*a0	a0**-1*a2*a0**-1*a5	False
1049	a0**-1*a2*a0**-1*a3*a0*a5**-1	a0**-1*a2*a0**-1*a5	True
1050	a0**-1*a1*a3**-1*a4*a2**-1*a0	a0**-1*a2*a4**-1*a5	False
1051	a0**-1*a2*a3*a4**-1*a0*a1**-1	a0**-1*a2*a4**-1*a5	True
1052	a0**-1*a1**-1*a2*a5**-1*a3*a1	a0**-1*a1**-1*a2*a4	True
1053	a1**-1*a3**-1*a5*a1*a2**-1*a0	a0**-1*a1**-1*a2*a4	False
1054	a0**-1*a1**-1*a2*a3*a4**-1*a0	a0**-1*a1**-1*a2*a5	True
1055	a0**-1*a3**-1*a4*a1*a2**-1*a0	a0**-1*a1**-1*a2*a5	False
1056	a0**-1*a2*a3*a0	a0**-1*a2*a3**-1*a5	False
1057	a0**-1*a2*a0*a5*a3*a0	a0**-1*a2*a3**-1*a5	False
1058	a0**-1*a2*a0*a5*a2**-1*a0	a0**-1*a2*a3**-1*a5	False
1059	a0**-1*a2**2*a3**2*a0	a0**-1*a2*a3**-1*a5	False
1060	a0**-1*a2*a0**-1*a5**-1*a3*a0	a0**-1*a2*a3**-1*a5	False
1061	a0**-1*a3**-1*a0*a5*a3*a0	a0**-1*a2*a3**-1*a5	False
1062	a0**-1*a3**-1*a0*a5*a2**-1*a0	a0**-1*a2*a3**-1*a5	False
1063	a0**-1*a3*a0*a2*a0*a5	a0**-1*a3*a0*a5	True
1064	a0**-1*a2*a3*a1*a4*a0	a0**-1*a3*a1*a5	True
1065	a0**-1*a2*a3*a0	a0**-1*a3**2*a5	False
1066	a0**-1*a2**2*a3**2*a0	a0**-1*a3**2*a5	True
1067	a0**-1*a3*a4*a1*a2*a0	a0**-1*a3*a4*a5	True
1068	a0**-1*a3*a5*a2*a0**2	a0**-1*a3*a5**2	True
1069	a0**-1*a5*a2**-1*a0*a3**-1*a0	a0**-1*a3*a0**-1*a5	False
1070	a0**-1*a3*a0**-1*a2*a0*a5**-1	a0**-1*a3*a0**-1*a5	True
1071	a0**-1*a1*a2**-1*a3**-1*a4*a0	a0**-1*a3*a4**-1*a5	False
1072	a0**-1*a3*a4**-1*a1**-1*a2*a0	a0**-1*a3*a4**-1*a5	True
1073	a0**-1*a2*a3*a1**-1*a4**-1*a0	a0**-1*a3*a1**-1*a5	True
1074	a0**-1*a4*a1*a2**-1*a3**-1*a0	a0**-1*a3*a1**-1*a5	False
1075	a0**-1*a2*a3*a0	a0**-1*a2**-1*a3*a5	False
1076	a0**-1*a2**2*a3**2*a0	a0**-1*a2**-1*a3*a5	False
1077	a0**-1*a3*a0*a5*a2*a0	a0**-1*a2**-1*a3*a5	False
1078	a0**-1*a3*a0*a5*a3**-1*a0	a0**-1*a2**-1*a3*a5	False
1079	a0**-1*a3*a0**-1*a5**-1*a2*a0	a0**-1*a2**-1*a3*a5	False
1080	a0**-1*a2**-1*a0*a5*a2*a0	a0**-1*a2**-1*a3*a5	False
1081	a0**-1*a2**-1*a0*a5*a3**-1*a0	a0**-1*a2**-1*a3*a5	False
1082	a0**-1*a5**-2*a4*a1*a5	a0**-1*a5**-1*a4*a0	True
1083	a5**-1*a1**-1*a4**-1*a0*a5**2	a0**-1*a5**-1*a4*a0	False
1084	a0**-1*a4*a1**2*a4*a0	a0**-1*a4*a1*a5	True
1085	a0**-1*a4*a1*a2*a3*a0	a0**-1*a4*a2*a5	True
1086	a0**-1*a5*a4*a0*a4**-1*a0	a0**-1*a4*a1**-1*a5	False
1087	a0**-1*a3*a4*a2*a4**-1*a0	a0**-1*a4*a1**-1*a5	False
1088	a0**-1*a2*a3*a1**-1*a4**-1*a0	a0**-1*a4*a2**-1*a5	False
1089	a0**-1*a4*a1*a2**-1*a3**-1*a0	a0**-1*a4*a2**-1*a5	True
1090	a0**-1*a1**-1*a2*a3*a4**-1*a0	a0**-1*a3**-1*a4*a5	False
1091	a0**-1*a3**-1*a4*a1*a2**-1*a0	a0**-1*a3**-1*a4*a5	True
1092	a0**-2*a2*a5**-1*a3*a0	a0**-2*a2*a5	True
1093	a0**-1*a3**-1*a5*a2**-1*a0**2	a0**-2*a2*a5	False
1094	a0**-2*a3*a5**-1*a2*a0	a0**-2*a3*a5	True
1095	a0**-1*a2**-1*a5*a3**-1*a0**2	a0**-2*a3*a5	False
1096	a4**-1*a0*a5*a4	a4**-1*a0**2*a1	False
1097	a4**-1*a0**2*a5**2*a4	a4**-1*a0**2*a1	True
1098	a5**-1*a2*a0*a3*a5**2	a5**-1*a2*a0**2	True
1099	a5**-1*a3*a0*a2*a5**2	a5**-1*a3*a0**2	True
1100	a0**-1*a1**-1*a3*a5**-1*a1*a2	a0**-1*a1**-1*a3*a4	True
1101	a1**-1*a2**-1*a5*a3**-1*a0*a1	a0**-1*a1**-1*a3*a4	False
1102	a0**-1*a1**-1*a3*a4**-1*a2*a0	a0**-1*a1**-1*a3*a5	True
1103	a0**-1*a2**-1*a3**-1*a4*a0*a1	a0**-1*a1**-1*a3*a5	False
1104	a0**-1*a1**-1*a4*a5**-1*a1**2	a0**-1*a1**-1*a4**2	True
1105	a0**-1*a1**-1*a5**-1*a4*a1**2	a0**-1*a1**-1*a4**2	True
1106	a1**-2*a4**-1*a0*a5*a1	a0**-1*a1**-1*a4**2	False
1107	a0*a1**-1*a5*a1	a0**-1*a1**-1*a4*a5	False
1108	a0**2*a1**-1*a5**2*a1	a0**-1*a1**-1*a4*a5	False
1109	a0**-1*a1**-1*a2*a3*a0*a1	a0**-1*a1**-1*a4*a5	False
1110	a0**-1*a1**-1*a2*a3*a5**-1*a1	a0**-1*a1**-1*a4*a5	False
1111	a1**-1*a5*a2*a3*a0*a1	a0**-1*a1**-1*a4*a5	False
1112	a1**-1*a5*a2*a3*a5**-1*a1	a0**-1*a1**-1*a4*a5	False
1113	a1**-1*a5*a2**-1*a3**-1*a0*a1	a0**-1*a1**-1*a4*a5	False
1114	a0**-2*a5**-1*a4*a0*a1	a0**-1*a1**-1*a5**2	False
1115	a0**-1*a1**-1*a4**-1*a0**2*a5	a0**-1*a1**-1*a5**2	True
1116	a0**-1*a1**-1*a5*a4**-1*a0**2	a0**-1*a1**-1*a5**2	True
1117	a4**-1*a0*a1*a4**2*a5	a4**-1*a0*a1**2	True
1118	a4**-1*a0*a1*a5*a4**2	a4**-1*a0*a1**2	True
1119	a4**-1*a2*a0*a3*a4*a5	a4**-1*a1*a2*a0	True
1120	a5**-1*a1*a2*a3*a4*a5	a5**-1*a1*a2*a0	True
1121	a5**-1*a2*a3*a1*a4*a5	a5**-1*a3*a0*a1	True
1122	a0**-1*a2**-1*a0*a3**-1*a0*a5	a0**-1*a2**-1*a0*a5	True
1123	a0**-1*a5**-1*a3*a0**-1*a2*a0	a0**-1*a2**-1*a0*a5	False
1124	a0**-1*a1**-1*a3*a4**-1*a2*a0	a0**-1*a2**-1*a4*a5	False
1125	a0**-1*a2**-1*a3**-1*a4*a0*a1	a0**-1*a2**-1*a4*a5	True
