	w	g	div
0	a0*a5*a3*a5*a2*a5**-1	a0*a5*a3*a0**-1	True
1	a0*a5*a3*a0*a2*a0**-1	a0*a5*a3*a5**-1	True
2	a0*a5	a0*a5**3	False
3	a0**2*a5**2	a0*a5**3	False
4	a0**3*a5**3	a0*a5**3	False
5	a0**2*a5*a1**-1*a4**-1*a0**-1	a0*a5*a1**-1*a5**-1	True
6	a0*a4*a0**-2*a1*a5**-1	a0*a5*a1**-1*a5**-1	False
7	a0*a5*a2**-1*a5*a3**-1*a5**-1	a0*a5*a2**-1*a0**-1	True
8	a5*a3*a5**-1*a2*a0**-1*a5**-1	a0*a5*a2**-1*a0**-1	False
9	a0*a5*a2**-1*a3**-1	a0*a5*a2**-1*a3**-1	False
10	a2*a3*a0**-1*a5**-1	a0*a5*a2**-1*a3**-1	False
11	a0*a3*a0**-1*a2*a0**-1*a5**-1	a0*a5*a2**-1*a5**-1	False
12	a0*a5*a2**-1*a0*a3**-1*a0**-1	a0*a5*a2**-1*a5**-1	True
13	a0*a5*a3**-1*a5*a2**-1*a5**-1	a0*a5*a3**-1*a0**-1	True
14	a5*a2*a5**-1*a3*a0**-1*a5**-1	a0*a5*a3**-1*a0**-1	False
15	a0*a2*a0**-1*a3*a0**-1*a5**-1	a0*a5*a3**-1*a5**-1	False
16	a0*a5*a3**-1*a0*a2**-1*a0**-1	a0*a5*a3**-1*a5**-1	True
17	a0*a5**2*a4**-1*a1**-1*a5**-1	a0*a5*a4**-1*a0**-1	True
18	a5*a1*a4*a0**-1*a5**-2	a0*a5*a4**-1*a0**-1	False
19	a0*a1**-1*a3*a5*a1*a2	a0*a1**-1*a3*a4	True
20	a0*a1**-1*a3*a4**-1*a2*a0**-1	a0*a1**-1*a3*a5**-1	True
21	a0*a2**-1*a3**-1*a4*a0**-1*a1	a0*a1**-1*a3*a5**-1	False
22	a0*a1**-1*a4*a5*a1**2	a0*a1**-1*a4**2	True
23	a0*a1**-1*a5*a4*a1**2	a0*a1**-1*a4**2	True
24	a0*a1**-1*a5*a1	a0*a1**-1*a4*a5	False
25	a0**2*a1**-1*a5**2*a1	a0*a1**-1*a4*a5	True
26	a0*a1**-1*a3**-1*a5*a1*a2**-1	a0*a1**-1*a3**-1*a4	True
27	a1**-1*a2*a5**-1*a3*a0**-1*a1	a0*a1**-1*a3**-1*a4	False
28	a0*a1**-1*a5*a1	a0*a1**-1*a4*a5**-1	False
29	a0**2*a1**-1*a5**2*a1	a0*a1**-1*a4*a5**-1	False
30	a0*a1**-1*a2*a3*a0**-1*a1	a0*a1**-1*a4*a5**-1	False
31	a0*a1**-1*a2*a3*a5*a1	a0*a1**-1*a4*a5**-1	False
32	a0*a1**-1*a2**-1*a3**-1*a5*a1	a0*a1**-1*a4*a5**-1	False
33	a1**-1*a5**-1*a2*a3*a0**-1*a1	a0*a1**-1*a4*a5**-1	False
34	a1**-1*a5**-1*a2*a3*a5*a1	a0*a1**-1*a4*a5**-1	False
35	a0*a1**-2*a4**-1*a5*a1	a0*a1**-2*a4	True
36	a1**-1*a4*a0**-1*a5**-1*a1**2	a0*a1**-2*a4	False
37	a0*a1**-2*a5*a4**-1*a1	a0*a1**-2*a4	True
38	a5*a1**2*a4**2*a5**-1	a0**-1*a5*a1**2	True
39	a0*a1**-1*a2**-1*a5*a3**-1*a1	a0*a1**-1*a2**-1*a4	True
40	a1**-1*a3*a5**-1*a1*a2*a0**-1	a0*a1**-1*a2**-1*a4	False
41	a5*a1*a2*a3*a4*a5**-1	a5*a1*a2*a0**-1	True
42	a5*a2*a3*a1*a4*a5**-1	a5*a3*a0**-1*a1	True
43	a0*a1**-1*a4*a0**-1*a1**2	a0*a1**-1*a4**2*a5**-1	True
44	a0*a1**-1*a5*a1	a0*a1**-1*a4*a5**2	False
45	a0**2*a1**-1*a5**2*a1	a0*a1**-1*a4*a5**2	False
46	a4**-1*a5*a2*a3*a4*a5**-1	a4**-1*a5*a3*a0**-1*a1	True
47	a4**-1*a0*a5*a4	a4**-1*a0**-1*a5**2*a1	True
48	a4**-1*a0**2*a5**2*a4	a4**-1*a0**-1*a5**2*a1	False
49	a0*a1**-2*a5*a1**2	a0*a1**-2*a4**2	True
50	a4**-1*a5*a1*a4**2*a5**-1	a4**-1*a0**-1*a5*a1**2	True
51	a4**-1*a5*a2*a3*a4*a5**-1	a4**-1*a5*a1*a2*a0**-1	True
52	a5*a1*a4*a5**-1	a5*a1*a4*a0**-1*a1	False
53	a5*a1*a4*a1*a4*a5**-1	a5*a1*a4*a0**-1*a1	False
54	a1**-1*a5**-1*a1*a4*a5*a1	a0*a1**-1*a5**-1*a1*a4	True
55	a4**-1*a0**-1*a1*a4*a0*a4	a4**-1*a0**-1*a1*a5*a1	True
56	a0*a2**-1*a0*a5*a2*a0**-1	a0*a2**-1*a0*a3*a5**-1	True
57	a0*a2**-1*a0*a5*a2*a0**-1	a0*a2**-1*a5*a3*a5**-1	True
58	a5*a3**-1*a0*a5*a3*a5**-1	a5*a3**-1*a0*a2*a0**-1	True
59	a5*a2*a3*a5**-1	a5*a2**3*a0**-1	False
60	a5*a2**2*a3**2*a5**-1	a5*a2**3*a0**-1	False
61	a5*a2*a3*a5**-1	a5*a2**2*a3*a0**-1	False
62	a5*a2**2*a3**2*a5**-1	a5*a2**2*a3*a0**-1	False
63	a5*a2*a3*a5**-1	a5*a2*a3**2*a0**-1	False
64	a5*a2**2*a3**2*a5**-1	a5*a2*a3**2*a0**-1	False
65	a5*a3**-1*a0*a5*a3*a5**-1	a5*a3**-1*a5*a2*a0**-1	True
66	a0*a3**-1*a0*a5*a3*a0**-1	a0*a3**-1*a0*a2*a5**-1	True
67	a4*a5*a1**2*a4*a5**-1	a4*a0**-1*a5*a1	True
68	a0*a5**2*a1*a4*a5**-1	a0**-1*a5**2*a1	True
69	a0*a5**2*a1*a5**-1*a4	a0**-1*a5**2*a1	True
70	a0*a2**-1*a0*a3**-1*a0**-1*a5	a0*a2**-1*a0*a5**-1	True
71	a0*a5**-1*a3*a0**-1*a2*a0**-1	a0*a2**-1*a0*a5**-1	False
72	a0*a1**-1*a3*a4**-1*a2*a0**-1	a0*a2**-1*a4*a5**-1	False
73	a0*a2**-1*a3**-1*a4*a0**-1*a1	a0*a2**-1*a4*a5**-1	True
74	a5*a2*a3*a5**-1	a5*a2**2*a0**-1	False
75	a5*a2**2*a3**2*a5**-1	a5*a2**2*a0**-1	True
76	a0*a2**-1*a3**-1*a5	a0*a2**-1*a3**-1*a0	False
77	a5**-1*a2*a3*a0**-1	a0*a2**-1*a3**-1*a0	False
78	a5*a2*a3*a5**-1	a5*a2*a3*a0**-1	False
79	a5*a2**2*a3**2*a5**-1	a5*a2*a3*a0**-1	True
80	a4*a5*a1*a2*a3*a5**-1	a4*a5*a2*a0**-1	True
81	a5**2*a2*a0*a3*a5**-1	a5**2*a2*a0**-1	True
82	a0*a3**-1*a0*a2**-1*a0**-1*a5	a0*a3**-1*a0*a5**-1	True
83	a0*a5**-1*a2*a0**-1*a3*a0**-1	a0*a3**-1*a0*a5**-1	False
84	a0*a2**-1*a3**-1*a1*a4*a0**-1	a0*a3**-1*a1*a5**-1	True
85	a0*a4**-1*a1**-1*a2*a3*a0**-1	a0*a3**-1*a1*a5**-1	False
86	a0*a3**-1*a0*a5*a3*a0**-1	a0*a3**-1*a5*a2*a5**-1	True
87	a5*a2**-1*a0*a5*a2*a5**-1	a5*a2**-1*a0*a3*a0**-1	True
88	a5*a2*a3*a5**-1	a5*a3**3*a0**-1	False
89	a5*a2**2*a3**2*a5**-1	a5*a3**3*a0**-1	False
90	a5*a1**-1*a2*a3*a1*a5**-1	a5*a1**-1*a3*a4*a0**-1	True
91	a5*a2**-1*a4*a1*a2*a5**-1	a5*a2**-1*a3*a4*a0**-1	True
92	a5*a2**-1*a0*a5*a2*a5**-1	a5*a2**-1*a5*a3*a0**-1	True
93	a0*a4**-1*a0*a1**-1*a5**2	a0*a5**-1*a4**-1*a0**2	True
94	a0*a5*a4**-1*a0*a4*a0**-1	a0*a4**-1*a0*a1*a5**-1	True
95	a0**-1*a5*a4*a0*a1*a5**-1	a0**-1*a5**2*a4*a0**-1	True
96	a0*a4**-1*a1*a4**2*a0**-1	a0*a4**-1*a1**2*a5**-1	True
97	a0*a3*a4**-1*a2*a4*a0**-1	a0*a4**-1*a1*a2*a5**-1	True
98	a5*a1**-1*a2*a3*a1*a5**-1	a5*a1**-1*a2*a4*a0**-1	True
99	a4*a5*a1*a5**-1	a4*a5*a1*a4*a0**-1	False
100	a4*a5*a1*a4*a1*a5**-1	a4*a5*a1*a4*a0**-1	False
101	a0**-1*a4**2*a1**2*a5**-1	a0**-1*a5*a4**2*a0**-1	True
102	a5*a1**-1*a4*a1**2*a5**-1	a5*a1**-1*a4**2*a0**-1	True
103	a0*a5*a1**-1*a5*a1*a5**-1	a5*a1**-1*a4*a0**-1*a5	True
104	a5*a1*a3*a4*a2*a5**-1	a5*a1*a3*a0**-1	True
105	a5*a2*a3*a5**-1	a5*a3**2*a0**-1	False
106	a5*a2**2*a3**2*a5**-1	a5*a3**2*a0**-1	True
107	a4*a5*a2*a3*a1*a5**-1	a4*a5*a3*a0**-1	True
108	a5**2*a3*a0*a2*a5**-1	a5**2*a3*a0**-1	True
109	a0*a4**-1*a1**-1*a5	a0*a5**-1*a4**-1*a0	True
110	a5**-1*a1*a4*a0**-1	a0*a5**-1*a4**-1*a0	False
111	a0*a3*a4**-1*a2*a4*a0**-1	a0*a4**-1*a1*a5**-1	False
112	a0*a5*a4**-1*a0*a4*a0**-1	a0*a4**-1*a1*a5**-1	False
113	a0*a2**-1*a3**-1*a1*a4*a0**-1	a0*a4**-1*a2*a5**-1	False
114	a0*a4**-1*a1**-1*a2*a3*a0**-1	a0*a4**-1*a2*a5**-1	True
115	a5*a1*a4**2*a1*a5**-1	a5*a1*a4*a0**-1	True
116	a5*a2*a3*a4*a1*a5**-1	a5*a2*a4*a0**-1	True
117	a4**2*a5*a1**2*a5**-1	a4**2*a0**-1*a5	True
118	a4*a0*a5**2*a1*a5**-1	a4*a0**-1*a5**2	True
119	a5**-1*a1**2*a4**2*a5	a0*a5**-1*a1**2	True
120	a5**-1*a1**2*a4**2*a0**-1	a0*a5**-1*a1**2*a5**-1	True
121	a0*a5**-1*a1*a5*a1**-1*a5	a0*a5**-1*a1*a4**-1*a0	True
122	a0*a5**2*a1**-1*a4**-1*a0	a0**-1*a5**2*a1**-1*a5	True
123	a0*a5**-1*a2*a3*a0**-1*a5	a0*a5**-1*a2*a0*a5**-1	True
124	a0*a5**-1*a2*a3*a0**-1*a5	a0*a5**-1*a3*a0*a5**-1	True
125	a0*a5**-1*a1**-1*a5*a1*a5	a0*a5**-1*a1**-1*a4*a0	True
126	a5*a1**2*a4**2*a0	a0**-1*a5*a1**2*a5	True
127	a0*a5**2*a1*a4*a0	a0**-1*a5**2*a1*a5	True
128	a0**-1*a5*a2*a3*a0*a5**-1	a0**-1*a5*a2*a0**-1*a5	True
129	a0**-1*a5*a2*a3*a0*a5**-1	a0**-1*a5*a3*a0**-1*a5	True
130	a5*a1**-1*a4**-1*a0**2*a5	a0**-1*a5*a1**-1*a5**2	True
131	a5*a1*a4*a0**2*a5	a0**-1*a5*a1*a5**2	True
132	a0*a5	a0**-1*a5**4	False
133	a0**2*a5**2	a0**-1*a5**4	False
134	a0**3*a5**3	a0**-1*a5**4	True
135	a0*a1*a5*a1**-1	a0**2*a1*a5*a4**-1	False
136	a0**2*a1*a5**2*a1**-1	a0**2*a1*a5*a4**-1	False
137	a0*a1*a5*a1**-1	a0**2*a1*a5**-1*a4**-1	True
138	a0**2*a1*a5**2*a1**-1	a0**2*a1*a5**-1*a4**-1	False
139	a0*a1*a5*a1**-1	a0*a1*a5**2*a4**-1	False
140	a0**2*a1*a5**2*a1**-1	a0*a1*a5**2*a4**-1	False
141	a0*a1**2*a4*a0**-1*a1**-1	a0*a1**2*a5**-1*a4**-1	True
142	a1**3*a4*a1**-2	a1**3*a4**-2	True
143	a1**2*a2*a4*a1**-1*a2**-1	a1**2*a2*a3**-1*a4**-1	True
144	a1**2*a2*a3*a1**-2	a1**2*a2*a4**-2	True
145	a1**2*a2**-1*a4*a1**-1*a2	a1**2*a2**-1*a3*a4**-1	True
146	a1**2*a2*a3*a1**-2	a1**2*a3*a4**-2	True
147	a1**2*a4*a1**-1	a1**2*a4*a1*a4**-1	False
148	a1**2*a4*a1*a4*a1**-1	a1**2*a4*a1*a4**-1	False
149	a0**-1*a1**2*a4*a0*a1**-1	a0**-1*a1**2*a5*a4**-1	True
150	a0*a1**2*a5*a1**-2	a1**2*a4**-2*a5	True
151	a4**2*a0*a5*a4**-2	a4**2*a0*a1**-2	True
152	a3*a4**2*a2*a4**-2	a4**2*a1**-2*a2	True
153	a5**-1*a1*a4*a0*a5**2	a0*a5**-1*a1*a5	True
154	a0*a4**-1*a1**-1*a5	a0*a5**-1*a1*a5**-1	False
155	a5**-1*a1*a4*a0**-1	a0*a5**-1*a1*a5**-1	True
156	a0*a5**-1*a2*a5*a3*a5	a0*a5**-1*a2*a0	True
157	a0*a3**-1*a0*a2**-1*a0**-1*a5	a0*a5**-1*a2*a5**-1	False
158	a0*a5**-1*a2*a0**-1*a3*a0**-1	a0*a5**-1*a2*a5**-1	True
159	a0*a5**-1*a3*a5*a2*a5	a0*a5**-1*a3*a0	True
160	a0*a2**-1*a0*a3**-1*a0**-1*a5	a0*a5**-1*a3*a5**-1	False
161	a0*a5**-1*a3*a0**-1*a2*a0**-1	a0*a5**-1*a3*a5**-1	True
162	a0**-1*a5**-2*a4*a1*a5	a0*a5**-1*a1**-1*a5	False
163	a5**-1*a1**-1*a4**-1*a0*a5**2	a0*a5**-1*a1**-1*a5	True
164	a0**-1*a1**2*a4**2*a0	a0**-1*a1**2*a5	True
165	a5*a1*a4*a0	a0**-1*a5*a1*a5	True
166	a0*a5**-1*a2**-1*a5*a3**-1*a5	a0*a5**-1*a2**-1*a0	True
167	a5**-1*a3*a5**-1*a2*a0**-1*a5	a0*a5**-1*a2**-1*a0	False
168	a5*a2*a5*a3*a0*a5**-1	a5*a2*a0**-1*a5	True
169	a0*a5**-1*a3**-1*a5*a2**-1*a5	a0*a5**-1*a3**-1*a0	True
170	a5**-1*a2*a5**-1*a3*a0**-1*a5	a0*a5**-1*a3**-1*a0	False
171	a5*a3*a5*a2*a0*a5**-1	a5*a3*a0**-1*a5	True
172	a0**-1*a5**-2*a1*a4*a5	a0*a5**-2*a1	True
173	a4**-1*a0*a5**-1*a1**-1*a5**2	a0*a5**-2*a1	False
174	a0**-1*a5**-2*a1*a5*a4	a0*a5**-2*a1	True
175	a0**-1*a1*a5*a4*a0**2	a0**-1*a1*a5**2	True
176	a0**-1*a1*a4*a0**2*a5	a0**-1*a1*a5**2	True
177	a0*a5	a0**-1*a5**3	False
178	a0**2*a5**2	a0**-1*a5**3	True
179	a0**3*a5**3	a0**-1*a5**3	False
180	a0*a1*a4**2*a0**-1*a1	a0*a1*a5**-1*a4	True
181	a0*a1*a5*a1**-1	a0*a1*a5*a4**-1	False
182	a0**2*a1*a5**2*a1**-1	a0*a1*a5*a4**-1	True
183	a0*a1*a5*a1**-1	a0*a1*a5**-1*a4**-1	False
184	a0**2*a1*a5**2*a1**-1	a0*a1*a5**-1*a4**-1	False
185	a0*a1*a2*a3*a5*a1**-1	a0*a1*a5**-1*a4**-1	False
186	a0*a1*a2*a3*a0**-1*a1**-1	a0*a1*a5**-1*a4**-1	False
187	a0*a1*a2**-1*a3**-1*a5*a1**-1	a0*a1*a5**-1*a4**-1	False
188	a1*a5**-1*a2*a3*a5*a1**-1	a0*a1*a5**-1*a4**-1	False
189	a1*a5**-1*a2*a3*a0**-1*a1**-1	a0*a1*a5**-1*a4**-1	False
190	a1**3*a4**2*a1**-1	a1**3*a4**-1	True
191	a1**2*a2*a4**2*a2**-1	a1**2*a2*a3**-1	True
192	a1**2*a2*a3*a4*a1**-1	a1**2*a2*a4**-1	True
193	a1**2*a2**-1*a4**2*a2	a1**2*a2**-1*a3	True
194	a1**2*a3*a4*a1**-1*a2	a1**2*a3*a4**-1	True
195	a1**2*a4*a0*a5*a1**-1	a1**2*a4**-1*a5	True
196	a3*a4**2*a2*a4**-2	a3*a4**2*a1**-2	True
197	a4**3*a1*a4**-2	a4**3*a1**-2	True
198	a4**2*a0*a5*a4**-2	a4**2*a5*a1**-2	True
199	a1*a2*a0*a5*a1**-1*a2**-1	a1*a2*a0*a3**-1*a4**-1	True
200	a1*a2*a0*a4*a0**-1*a2**-1	a1*a2*a0*a5**-1*a3**-1	True
201	a1*a2*a3*a1**-1	a1*a2**3*a4**-1	False
202	a1*a2**2*a3**2*a1**-1	a1*a2**3*a4**-1	False
203	a1*a2*a3*a1**-1	a1*a2**2*a3*a4**-1	False
204	a1*a2**2*a3**2*a1**-1	a1*a2**2*a3*a4**-1	False
205	a1*a2**2*a4*a2**-2	a1*a2**2*a3**-2	True
206	a1*a2*a3*a1**-1	a1*a2**2*a3**-1*a4**-1	True
207	a1*a2**2*a3**2*a1**-1	a1*a2**2*a3**-1*a4**-1	False
208	a1*a2*a3*a1**-1	a1*a2*a3**2*a4**-1	False
209	a1*a2**2*a3**2*a1**-1	a1*a2*a3**2*a4**-1	False
210	a1*a2*a4*a2**-1	a1*a2*a4*a1*a3**-1	False
211	a1*a2*a4*a1*a4*a2**-1	a1*a2*a4*a1*a3**-1	False
212	a1*a2*a0**-1*a4*a0*a2**-1	a1*a2*a0**-1*a5*a3**-1	True
213	a1*a2*a0*a5*a1**-1*a2**-1	a1*a2*a4**-1*a5*a3**-1	True
214	a3*a4*a0*a5*a3**-1*a4**-1	a3*a4*a0*a1**-1*a2**-1	True
215	a1*a3**-1*a1*a3*a4*a1**-1	a1*a2*a3**-1*a1*a4**-1	True
216	a4*a1*a2**-1*a4*a2*a4**-1	a4*a1*a2**-1*a3*a1**-1	True
217	a3*a4*a2*a4**-1	a3**2*a4*a1**-1*a2**-1	True
218	a3**2*a4*a2**2*a4**-1	a3**2*a4*a1**-1*a2**-1	False
219	a3*a4**2*a1*a3**-1*a4**-1	a3*a4**2*a1**-1*a2**-1	True
220	a3*a4*a0*a5*a3**-1*a4**-1	a3*a4*a5*a1**-1*a2**-1	True
221	a1*a3*a0*a5*a3**-1*a1**-1	a1*a3*a0*a2**-1*a4**-1	True
222	a1*a3*a1*a3**-1*a4*a1**-1	a1*a2**-1*a3*a1*a4**-1	True
223	a1*a2*a3*a1**-1	a1*a3**3*a4**-1	False
224	a1*a2**2*a3**2*a1**-1	a1*a3**3*a4**-1	False
225	a1*a2**-2*a4*a2**2	a1*a2**-2*a3**2	True
226	a1*a2*a3*a1**-1	a1*a2**-1*a3**2*a4**-1	True
227	a1*a2**2*a3**2*a1**-1	a1*a2**-1*a3**2*a4**-1	False
228	a1*a3*a4*a2*a4**-1*a1**-1	a1*a3*a4*a1**-1*a4**-1	True
229	a0**-1*a1**2*a5**-1*a4*a1**-1	a0**-1*a1**2*a4**-1	True
230	a1*a4**-1*a0*a5*a1**-2	a0**-1*a1**2*a4**-1	False
231	a0**-1*a1**2*a4*a5**-1*a1**-1	a0**-1*a1**2*a4**-1	True
232	a1**2*a2**-1*a3**-1*a4*a1**-1	a1**2*a2**-1*a4**-1	True
233	a1*a3*a4**-1*a1**-2*a2	a1**2*a2**-1*a4**-1	False
234	a1**2*a3**-1*a4*a1**-1*a2**-1	a1**2*a3**-1*a4**-1	True
235	a1*a2*a3*a4**-1*a1**-2	a1**2*a3**-1*a4**-1	False
236	a0*a1**2*a5*a1**-2	a1**2*a4**-2	False
237	a1**2*a2*a3*a1**-2	a1**2*a4**-2	False
238	a0*a1*a4**-1*a5*a1**-2	a1**2*a4**-1*a5**-1	False
239	a0*a1*a5*a4**-1*a1**-2	a1**2*a4**-1*a5**-1	False
240	a1**2*a4*a0**-1*a5**-1*a1**-1	a1**2*a4**-1*a5**-1	True
241	a1*a2*a0*a5*a4*a2**-1	a1*a2*a0*a3**-1	True
242	a1*a2*a0*a4*a5*a2**-1	a1*a2*a0*a3**-1	True
243	a1*a2*a0*a3*a5*a1**-1	a1*a2*a0*a4**-1	True
244	a1*a2**2*a3*a4*a2**-1	a1*a2**2*a3**-1	True
245	a1*a2*a3*a1**-1	a1*a2**2*a4**-1	False
246	a1*a2**2*a3**2*a1**-1	a1*a2**2*a4**-1	True
247	a1*a2*a3*a1**-1	a1*a2*a3*a4**-1	False
248	a1*a2**2*a3**2*a1**-1	a1*a2*a3*a4**-1	True
249	a1*a2*a4**2*a1*a2**-1	a1*a2*a3**-1*a4	True
250	a1*a2*a4*a0*a5*a2**-1	a1*a2*a5*a3**-1	True
251	a1*a2*a5*a3*a0*a1**-1	a1*a2*a4**-1*a5	True
252	a1*a2*a0**-1*a5**-1*a4*a2**-1	a1*a2*a0**-1*a3**-1	True
253	a2*a4**-1*a0*a5*a1**-1*a2**-1	a1*a2*a0**-1*a3**-1	False
254	a1*a2*a0**-1*a4*a5**-1*a2**-1	a1*a2*a0**-1*a3**-1	True
255	a1*a2*a0**-1*a3*a5**-1*a1**-1	a1*a2*a0**-1*a4**-1	True
256	a1*a5*a3**-1*a0*a1**-1*a2**-1	a1*a2*a0**-1*a4**-1	False
257	a1*a2*a3**-1*a4*a2**-2	a1*a2*a3**-2	True
258	a2**2*a3*a4**-1*a1**-1*a2**-1	a1*a2*a3**-2	False
259	a1*a2*a3*a1**-1	a1*a2*a3**-1*a4**-1	False
260	a1*a2*a0*a5*a3*a1**-1	a1*a2*a3**-1*a4**-1	False
261	a1*a2*a0*a5*a1**-1*a2**-1	a1*a2*a3**-1*a4**-1	False
262	a1*a2**2*a3**2*a1**-1	a1*a2*a3**-1*a4**-1	False
263	a1*a2*a0**-1*a5**-1*a3*a1**-1	a1*a2*a3**-1*a4**-1	False
264	a1*a3**-1*a0*a5*a3*a1**-1	a1*a2*a3**-1*a4**-1	False
265	a1*a3**-1*a0*a5*a1**-1*a2**-1	a1*a2*a3**-1*a4**-1	False
266	a1*a3*a4*a1*a3**-1*a1**-1	a1*a3*a4*a2**-1*a4**-1	True
267	a1*a3*a0*a5*a3**-1*a1**-1	a1*a3*a5*a2**-1*a4**-1	True
268	a4*a2*a0*a5*a2**-1*a4**-1	a4*a2*a0*a3**-1*a1**-1	True
269	a4*a1*a2*a4*a2**-1*a4**-1	a4*a1*a2*a3**-1*a1**-1	True
270	a3*a4*a2*a4**-1	a3**-1*a4*a1**-1*a2**2	True
271	a3**2*a4*a2**2*a4**-1	a3**-1*a4*a1**-1*a2**2	False
272	a3**-1*a4**2*a1*a3*a4**-1	a3**-1*a4**2*a1**-1*a2	True
273	a1*a3*a4**-1*a2*a4*a1**-1	a1*a3*a4**-1*a1*a4**-1	True
274	a4*a2*a4*a1*a2**-1*a4**-1	a3**-1*a4*a2*a4*a1**-1	True
275	a4*a2*a0*a5*a2**-1*a4**-1	a4*a2*a5*a3**-1*a1**-1	True
276	a1*a4*a0*a5*a4**-1*a1**-1	a1*a4*a0*a1**-1*a4**-1	True
277	a1*a4*a5**-1*a1*a5*a1**-1	a1*a4*a0*a5**-1*a4**-1	True
278	a1*a4	a1*a4*a1*a4*a1	False
279	a1*a4*a1*a4	a1*a4*a1*a4*a1	False
280	a1*a4*a1*a4*a1*a4	a1*a4*a1*a4*a1	False
281	a1*a3*a4*a2*a4**-1*a1**-1	a1*a4*a1**-1*a2*a4**-1	True
282	a1*a3**-1*a4*a1*a3*a1**-1	a1*a3**-1*a4*a2*a4**-1	True
283	a1*a4**2*a1*a4**-1*a1**-1	a1*a4**2*a1**-1*a4**-1	True
284	a1*a4*a5*a1*a5**-1*a1**-1	a1*a4*a0**-1*a5*a4**-1	True
285	a1*a4*a0*a5*a4**-1*a1**-1	a1*a4*a5*a1**-1*a4**-1	True
286	a4*a0*a1*a5*a1**-1*a4**-1	a4*a0*a1*a4**-1*a1**-1	True
287	a4*a1**2*a4*a1**-1*a4**-1	a4*a1**2*a4**-1*a1**-1	True
288	a4*a1*a2*a3*a1**-1*a4**-1	a4*a1*a2*a4**-1*a1**-1	True
289	a4*a1*a2*a3*a1**-1*a4**-1	a4*a1*a3*a4**-1*a1**-1	True
290	a4*a0*a1*a5*a1**-1*a4**-1	a4*a1*a4**-1*a5*a1**-1	True
291	a1**2*a3**-1*a4*a1**-1*a2**-1	a1*a2*a4**-2	False
292	a1*a2*a3*a4**-1*a1**-2	a1*a2*a4**-2	True
293	a0*a1*a3**-1*a5*a1**-1*a2**-1	a1*a2*a4**-1*a5**-1	False
294	a1*a2*a5**-1*a3*a0**-1*a1**-1	a1*a2*a4**-1*a5**-1	True
295	a1*a2*a4*a0**-1*a5**-1*a2**-1	a1*a2*a5**-1*a3**-1	True
296	a2*a0*a5*a4**-1*a1**-1*a2**-1	a1*a2*a5**-1*a3**-1	False
297	a1*a3*a0*a2*a5*a1**-1	a1*a3*a0*a4**-1	True
298	a1*a2*a3*a1*a4*a1**-1	a1*a3*a1*a4**-1	True
299	a1*a2**-1*a3*a4*a2**2	a1*a2**-1*a3**2	True
300	a1*a2*a3*a1**-1	a1*a3**2*a4**-1	False
301	a1*a2**2*a3**2*a1**-1	a1*a3**2*a4**-1	True
302	a1*a3*a5*a1**-1*a2*a0	a1*a3*a4**-1*a5	True
303	a1*a3*a0**-1*a2*a5**-1*a1**-1	a1*a3*a0**-1*a4**-1	True
304	a1*a5*a2**-1*a0*a3**-1*a1**-1	a1*a3*a0**-1*a4**-1	False
305	a1*a2*a3*a1**-1*a4**-1*a1**-1	a1*a3*a1**-1*a4**-1	True
306	a1*a4*a1*a2**-1*a3**-1*a1**-1	a1*a3*a1**-1*a4**-1	False
307	a1*a2**-1*a4**2*a1*a2	a1*a2**-1*a3*a4	True
308	a1*a2**-2*a3**-1*a4*a2	a1*a2**-2*a3	True
309	a2**-1*a3*a4**-1*a1**-1*a2**2	a1*a2**-2*a3	False
310	a1*a2*a3*a1**-1	a1*a2**-1*a3*a4**-1	False
311	a1*a2**2*a3**2*a1**-1	a1*a2**-1*a3*a4**-1	False
312	a1*a3*a0*a5*a1**-1*a2	a1*a2**-1*a3*a4**-1	False
313	a1*a3*a0*a5*a3**-1*a1**-1	a1*a2**-1*a3*a4**-1	False
314	a1*a3*a0**-1*a5**-1*a1**-1*a2	a1*a2**-1*a3*a4**-1	False
315	a1*a2**-1*a0*a5*a1**-1*a2	a1*a2**-1*a3*a4**-1	False
316	a1*a2**-1*a0*a5*a3**-1*a1**-1	a1*a2**-1*a3*a4**-1	False
317	a1**2*a2**-1*a3**-1*a4*a1**-1	a1*a3*a4**-2	False
318	a1*a3*a4**-1*a1**-2*a2	a1*a3*a4**-2	True
319	a0*a1*a2**-1*a5*a3**-1*a1**-1	a1*a3*a4**-1*a5**-1	False
320	a1*a3*a5**-1*a1**-1*a2*a0**-1	a1*a3*a4**-1*a5**-1	True
321	a1*a4*a0*a1*a5*a1**-1	a1*a4*a0*a4**-1	True
322	a1*a4*a1**2*a4*a1**-1	a1*a4*a1*a4**-1	True
323	a1*a4*a1*a2*a3*a1**-1	a1*a4*a2*a4**-1	True
324	a0*a1*a5*a1**-1*a4**-1*a1**-1	a1*a4*a0**-1*a4**-1	False
325	a1*a4*a0**-1*a1*a5**-1*a1**-1	a1*a4*a0**-1*a4**-1	True
326	a1*a3*a4*a2*a4**-1*a1**-1	a1*a4*a1**-1*a4**-1	False
327	a1*a4*a0*a5*a4**-1*a1**-1	a1*a4*a1**-1*a4**-1	False
328	a1*a2*a3*a1**-1*a4**-1*a1**-1	a1*a4*a2**-1*a4**-1	False
329	a1*a4*a1*a2**-1*a3**-1*a1**-1	a1*a4*a2**-1*a4**-1	True
